SampleID,SampleIDR,SampleType,SampleNeg,SampleOrNeg,SampleType2,SwabType,ExtractionDate,ExtractionStaff,ExtractionKit,DNAConc (ng/ul),ElutionVolume (uL),Notes,DNA.Plate,Well,SequencingRun,TidalZone,SubstrateDepth,Host,Radiusmm,Project,SiteType,LocationType,SiteID,Site,Date,Year,Month,YearMonth,Day,DayOfYear,WastingScore,WastingCategory,DermisType,SSWD,Sterivex,PCRcycles,LifeStage,Sequenced?,ReadCount,Season,Disease_Status_Star,DermisType2
SMIC1075,SMIC1075,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,10B,smic_run2,subtidal,rock,Evasterias troschelii,90,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-10-07,2021,10,2021_10,7,280,3,Severe,H,SSWD0935,CMIC609,30,Adult,Yes,57634,Fall,diseased,H_diseased
Ext_Neg_P6_10C,SSWDN040,Swab,Negative,ExtNeg,SwabExtNeg,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,SSWDN040,Plate 6,10C,smic_run2,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,No,#N/A,#N/A,#N/A,#N/A
SMIC1076,SMIC1076,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,10D,smic_run2,subtidal,rock,Evasterias troschelii,90,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-10-07,2021,10,2021_10,7,280,3,Severe,L,SSWD0935,CMIC609,30,Adult,Yes,40521,Fall,diseased,L_diseased
SMIC1077,SMIC1077,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,10E,smic_run2,subtidal,rock,Evasterias troschelii,131,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-10-07,2021,10,2021_10,7,280,2,Mild,H,SSWD0936,CMIC609,30,Adult,No,#N/A,Fall,diseased,H_diseased
SMIC1078,SMIC1078,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,10F,smic_run2,subtidal,rock,Evasterias troschelii,131,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-10-07,2021,10,2021_10,7,280,2,Mild,L,SSWD0936,CMIC609,30,Adult,Yes,64473,Fall,diseased,L_diseased
SMIC1079,SMIC1079,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,10G,smic_run2,subtidal,rock,Evasterias troschelii,82,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-10-07,2021,10,2021_10,7,280,2,Mild,H,SSWD0937,CMIC609,30,Adult,Yes,49115,Fall,diseased,H_diseased
SMIC1080,SMIC1080,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,10H,smic_run2,subtidal,rock,Evasterias troschelii,82,rockyshore,Calvert,OuterIslands,SHORE16,mustang314,2021-10-07,2021,10,2021_10,7,280,2,Mild,L,SSWD0937,CMIC609,30,Adult,Yes,47126,Fall,diseased,L_diseased
SMIC0013,SMIC0013,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,11A,smic_run2,intertidal,NA,Pisaster ochraceus,80,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-02-11,2020,2,2020_2,11,42,0,Healthy,H,SSWD0049,,30,Adult,Yes,49444,Winter,healthy,H_healthy
SMIC0048,SMIC0048,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,11B,smic_run2,intertidal,NA,Pisaster ochraceus,70,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-02-10,2020,2,2020_2,10,41,0,Healthy,H,SSWD0043,,30,Adult,Yes,46832,Winter,healthy,H_healthy
SMIC0005,SMIC0005,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,11C,smic_run2,intertidal,NA,Pisaster ochraceus,60,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-02-11,2020,2,2020_2,11,42,0,Healthy,H,SSWD0051,,30,Adult,Yes,65308,Winter,healthy,H_healthy
SMIC0055,SMIC0055,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,11D,smic_run2,intertidal,NA,Pisaster ochraceus,60,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-02-11,2020,2,2020_2,11,42,0,Healthy,H,SSWD0052,,30,Adult,Yes,45609,Winter,healthy,H_healthy
SMIC0024,SMIC0024,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,11E,smic_run2,intertidal,NA,Pisaster ochraceus,45,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-02-11,2020,2,2020_2,11,42,0,Healthy,H,SSWD0053,,30,Adult,Yes,54389,Winter,healthy,H_healthy
SMIC0009,SMIC0009,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,11F,smic_run2,intertidal,NA,Pisaster ochraceus,40,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-02-11,2020,2,2020_2,11,42,0,Healthy,H,SSWD0054,,30,Adult,Yes,42382,Winter,healthy,H_healthy
SMIC0026,SMIC0026,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,11G,smic_run2,intertidal,NA,Pisaster ochraceus,30,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-02-11,2020,2,2020_2,11,42,1,Mild,L,SSWD0055,,30,Juvenile,No,#N/A,Winter,diseased,L_diseased
SMIC0053,SMIC0053,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,11H,smic_run2,intertidal,NA,Pisaster ochraceus,30,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-02-11,2020,2,2020_2,11,42,0,Healthy,H,SSWD0055,,30,Juvenile,Yes,24767,Winter,healthy,H_healthy
SMIC0037,SMIC0037,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,12A,smic_run2,intertidal,NA,Pisaster ochraceus,50,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-02-11,2020,2,2020_2,11,42,2,Mild,L,SSWD0056,,30,Adult,Yes,63872,Winter,diseased,L_diseased
SMIC0059,SMIC0059,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,12B,smic_run2,intertidal,NA,Pisaster ochraceus,50,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-02-11,2020,2,2020_2,11,42,0,Healthy,H,SSWD0056,,30,Adult,Yes,31061,Winter,healthy,H_healthy
SMIC0154,SMIC0154,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,12C,smic_run2,intertidal,NA,Dermasterias imbricata,NA,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-05-25,2020,5,2020_5,25,146,0,Healthy,H,SSWD0146,CMIC395,30,Adult,Yes,58690,Spring,healthy,H_healthy
SMIC0155,SMIC0155,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,12D,smic_run2,intertidal,NA,Dermasterias imbricata,NA,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-05-25,2020,5,2020_5,25,146,0,Healthy,H,SSWD0147,CMIC395,30,Adult,Yes,#N/A,Spring,healthy,H_healthy
SMIC0236,SMIC0236,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,12E,smic_run2,intertidal,Rock,Dermasterias imbricata,70,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-08-19,2020,8,2020_8,19,232,0,Healthy,H,SSWD0217,,30,Adult,Yes,180085,Summer,healthy,H_healthy
SMIC0237,SMIC0237,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,12F,smic_run2,intertidal,Rock,Dermasterias imbricata,80,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-08-19,2020,8,2020_8,19,232,0,Healthy,H,SSWD0218,,30,Adult,Yes,84501,Summer,healthy,H_healthy
SMIC0238,SMIC0238,Swab,Sample,Sample,SwabSample,Cotton,2022-10-20,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 6,12G,smic_run2,intertidal,Rock,Dermasterias imbricata,30,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-08-19,2020,8,2020_8,19,232,0,Healthy,H,SSWD0219,,30,Juvenile,Yes,5345,Summer,healthy,H_healthy
PCR_Neg_P6,SSWDN041,Swab,Negative,PCRNeg,SwabPCRNeg,NA,NA,Carolyn Prentice,NA,,50,SSWDN041,Plate 6,12H,smic_run2,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,No,#N/A,#N/A,#N/A,#N/A
PCR_Neg_R2,SSWDN042,Swab,Negative,PCRNeg,SwabPCRNeg,NA,NA,Carolyn Prentice,NA,,50,SSWDN042; associated with barcoded re-do samples in run 1,,,smic_run2,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,No,#N/A,#N/A,#N/A,#N/A
PCR_Neg_R1,SSWDN043,Swab,Negative,PCRNeg,SwabPCRNeg,NA,NA,Carolyn Prentice,NA,,50,SSWDN043; associated with barcoded re-do samples in run 2,,,smic_run2,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,No,#N/A,#N/A,#N/A,#N/A
SMIC0003,SMIC0003,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 7,1A,smic_run3,intertidal,NA,Pisaster ochraceus,40,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-02-10,2020,2,2020_2,10,41,0,Healthy,H,SSWD0041,,30,Adult,No,#N/A,Winter,healthy,H_healthy
SMIC0006,SMIC0006,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,1B,smic_run3,intertidal,NA,Pisaster ochraceus,40,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-02-10,2020,2,2020_2,10,41,0,Healthy,H,SSWD0039,,30,Adult,Yes,15736,Winter,healthy,H_healthy
SMIC0019,SMIC0019,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,1C,smic_run3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,10050,#N/A,#N/A,#N/A
SMIC0029,SMIC0029,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,1D,smic_run3,intertidal,NA,Pisaster ochraceus,60,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-02-10,2020,2,2020_2,10,41,0,Healthy,H,SSWD0044,,30,Adult,No,#N/A,Winter,healthy,H_healthy
SMIC0034,SMIC0034,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,1E,smic_run3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,13348,#N/A,#N/A,#N/A
SMIC0035,SMIC0035,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,1F,smic_run3,intertidal,NA,Pisaster ochraceus,75,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-02-10,2020,2,2020_2,10,41,0,Healthy,H,SSWD0042,,30,Adult,No,#N/A,Winter,healthy,H_healthy
SMIC0041,SMIC0041,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,1G,smic_run3,intertidal,NA,Pisaster ochraceus,55,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-02-10,2020,2,2020_2,10,41,0,Healthy,H,SSWD0040,,30,Adult,Yes,5309,Winter,healthy,H_healthy
SMIC0047,SMIC0047,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,1H,smic_run3,intertidal,NA,Pisaster ochraceus,55,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-02-10,2020,2,2020_2,10,41,0,Healthy,H,SSWD0038,,30,Adult,Yes,27091,Winter,healthy,H_healthy
SMIC0160,SMIC0160,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,2A,smic_run3,intertidal,NA,Pisaster ochraceus,NA,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-05-26,2020,5,2020_5,26,147,0,Healthy,H,SSWD0151,CMIC396,30,Adult,Yes,29831,Spring,healthy,H_healthy
SMIC0161,SMIC0161,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,2B,smic_run3,intertidal,NA,Pisaster ochraceus,NA,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-05-26,2020,5,2020_5,26,147,0,Healthy,H,SSWD0152,CMIC396,30,Adult,Yes,24020,Spring,healthy,H_healthy
SMIC0162,SMIC0162,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,2C,smic_run3,intertidal,NA,Pisaster ochraceus,NA,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-05-26,2020,5,2020_5,26,147,0,Healthy,H,SSWD0153,CMIC396,30,Adult,Yes,35792,Spring,healthy,H_healthy
Ext_Neg_P7_2D,SSWDN044,Swab,Negative,ExtNeg,SwabExtNeg,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,SSWDN044,Plate 7,2D,smic_run3,#N/A,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,#N/A,#N/A,#N/A,#N/A
SMIC0163,SMIC0163,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,2E,smic_run3,intertidal,NA,Pisaster ochraceus,NA,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-05-26,2020,5,2020_5,26,147,0,Healthy,H,SSWD0154,CMIC396,30,Adult,Yes,23017,Spring,healthy,H_healthy
SMIC0164,SMIC0164,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,2F,smic_run3,intertidal,NA,Pisaster ochraceus,NA,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-05-26,2020,5,2020_5,26,147,0,Healthy,H,SSWD0155,CMIC396,30,Adult,Yes,20671,Spring,healthy,H_healthy
SMIC0165,SMIC0165,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,2G,smic_run3,intertidal,NA,Pisaster ochraceus,NA,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-05-26,2020,5,2020_5,26,147,0,Healthy,H,SSWD0156,CMIC396,30,Adult,Yes,26560,Spring,healthy,H_healthy
SMIC0166,SMIC0166,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,2H,smic_run3,intertidal,NA,Pisaster ochraceus,NA,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-05-26,2020,5,2020_5,26,147,0,Healthy,H,SSWD0157,CMIC396,30,Adult,Yes,51667,Spring,healthy,H_healthy
SMIC0156,SMIC0156,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,3A,smic_run3,intertidal,NA,Dermasterias imbricata,NA,rocky intertidal,Calvert,OuterIslands,ROCKY03,fifth beach,2020-05-25,2020,5,2020_5,25,146,0,Healthy,H,SSWD1809,CMIC395,30,Adult,Yes,44542,Spring,healthy,H_healthy
SMIC0120,SMIC0120,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,3B,smic_run3,intertidal,NA,Pisaster ochraceus,93,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-05-24,2020,5,2020_5,24,145,0,Healthy,H,SSWD0117,CMIC393,30,Adult,Yes,22710,Spring,healthy,H_healthy
SMIC0121,SMIC0121,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,3C,smic_run3,intertidal,NA,Pisaster ochraceus,78,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-05-24,2020,5,2020_5,24,145,0,Healthy,H,SSWD0118,CMIC393,30,Adult,Yes,20250,Spring,healthy,H_healthy
SMIC0122,SMIC0122,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,3D,smic_run3,intertidal,NA,Pisaster ochraceus,76,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-05-24,2020,5,2020_5,24,145,0,Healthy,H,SSWD0119,CMIC393,30,Adult,Yes,14325,Spring,healthy,H_healthy
SMIC0123,SMIC0123,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,3E,smic_run3,intertidal,NA,Pisaster ochraceus,97,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-05-24,2020,5,2020_5,24,145,0,Healthy,H,SSWD0120,CMIC393,30,Adult,Yes,19406,Spring,healthy,H_healthy
SMIC0124,SMIC0124,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,3F,smic_run3,intertidal,NA,Pisaster ochraceus,54,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-05-24,2020,5,2020_5,24,145,0,Healthy,H,SSWD0121,CMIC393,30,Adult,No,#N/A,Spring,healthy,H_healthy
SMIC0125,SMIC0125,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,3G,smic_run3,intertidal,NA,Pisaster ochraceus,61,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-05-24,2020,5,2020_5,24,145,0,Healthy,H,SSWD0122,CMIC393,30,Adult,Yes,19250,Spring,healthy,H_healthy
SMIC0126,SMIC0126,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,3H,smic_run3,intertidal,NA,Pisaster ochraceus,80,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-05-24,2020,5,2020_5,24,145,0,Healthy,H,SSWD0123,CMIC393,30,Adult,Yes,26219,Spring,healthy,H_healthy
Ext_Neg_P7_4A,SSWDN045,Swab,Negative,ExtNeg,SwabExtNeg,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,SSWDN045,Plate 7,4A,smic_run3,#N/A,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,#N/A,#N/A,#N/A,#N/A
SMIC0127,SMIC0127,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,4B,smic_run3,intertidal,NA,Pisaster ochraceus,82,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-05-24,2020,5,2020_5,24,145,1,Mild,H,SSWD0124,CMIC393,30,Adult,Yes,14432,Spring,diseased,H_diseased
SMIC0128,SMIC0128,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,4C,smic_run3,intertidal,NA,Pisaster ochraceus,82,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-05-24,2020,5,2020_5,24,145,1,Mild,L,SSWD0124,CMIC393,30,Adult,Yes,14706,Spring,diseased,L_diseased
SMIC0129,SMIC0129,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,4D,smic_run3,intertidal,NA,Pisaster ochraceus,62,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-05-24,2020,5,2020_5,24,145,2,Mild,H,SSWD0125,CMIC393,30,Adult,Yes,15673,Spring,diseased,H_diseased
SMIC0130,SMIC0130,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,4E,smic_run3,intertidal,NA,Pisaster ochraceus,62,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-05-24,2020,5,2020_5,24,145,2,Mild,L,SSWD0125,CMIC393,30,Adult,Yes,21586,Spring,diseased,L_diseased
SMIC0185,SMIC0185,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,4F,smic_run3,intertidal,Rock,Pisaster ochraceus,100,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,0,Healthy,H,SSWD0175,,30,Adult,No,#N/A,Summer,healthy,H_healthy
SMIC0186,SMIC0186,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,4G,smic_run3,intertidal,Rock,Pisaster ochraceus,100,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,0,Healthy,H,SSWD0176,,30,Adult,Yes,25475,Summer,healthy,H_healthy
SMIC0187,SMIC0187,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,4H,smic_run3,intertidal,Rock,Pisaster ochraceus,80,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,0,Healthy,H,SSWD0177,,30,Adult,Yes,32145,Summer,healthy,H_healthy
SMIC0188,SMIC0188,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,5A,smic_run3,intertidal,Rock,Pisaster ochraceus,80,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,0,Healthy,H,SSWD0178,,30,Adult,Yes,35565,Summer,healthy,H_healthy
SMIC0192,SMIC0192,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,5B,smic_run3,intertidal,Rock,Pisaster ochraceus,40,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,3,Severe,H,SSWD0182,,30,Adult,Yes,60338,Summer,diseased,H_diseased
SMIC0193,SMIC0193,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,5C,smic_run3,intertidal,Rock,Pisaster ochraceus,40,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,3,Severe,L,SSWD0182,,30,Adult,Yes,47700,Summer,diseased,L_diseased
SMIC0194,SMIC0194,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,5D,smic_run3,intertidal,Rock,Pisaster ochraceus,NA,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,4,Severe,L,SSWD0183,,30,Adult,Yes,40147,Summer,diseased,L_diseased
SMIC0195,SMIC0195,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,5E,smic_run3,intertidal,Rock,Pisaster ochraceus,30,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,2,Mild,H,SSWD0184,,30,Juvenile,Yes,37227,Summer,diseased,H_diseased
SMIC0196,SMIC0196,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,5F,smic_run3,intertidal,Rock,Pisaster ochraceus,30,rocky intertidal,Calvert,OuterIslands,ROCKY06,west beach ri,2020-08-18,2020,8,2020_8,18,231,2,Mild,L,SSWD0184,,30,Juvenile,Yes,35875,Summer,diseased,L_diseased
SMIC0219,SMIC0219,Swab,Sample,Sample,SwabSample,Cotton,2023-01-10,Carolyn Prentice,Zymo Quick DNA 96 Kit,,50,,Plate 7,5G,smic_run3,intertidal,Rock,Pisaster ochraceus,50,rocky intertidal,Calvert,OuterIslands,ROCKY07,north beach ri,2020-08-19,2020,8,2020_8,19,232,0,Healthy,H,SSWD0203,,30,Adult,Yes,34085,Summer,healthy,H_healthy
